tittle,question,answer,url,ans_count,tag
Importing modules to a package,"Is there anyway I can import modules to a package level?
for example, consider the following package:
- conf
  - __init__.py
  - general.py

Now I have another package:
- conf2
  - __init__.py

I would like to be able to use import conf2.general. That means, somehow importing the general.py module to conf2 package.

EDIT:
I have added the following import to conf2/__init__.py:
from conf import general
Now, I can use from conf2 import general and it works fine. However, what I would like to achieve is import conf2.general. Is that possible?","Contents of conf2/__init__.py:
from conf import general

to demonstrate the extra info from the edit, also: 
import conf.general

To demonstrate:
$ find .
.
./conf
./conf/__init__.py
./conf/general.py
./conf2
./conf2/__init__.py

$ python
Python 2.6.1 (r261:67515, Aug  2 2010, 20:10:18) 
[GCC 4.2.1 (Apple Inc. build 5646)] on darwin
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import conf2
>>> conf2.general
<module 'conf.general' from 'conf/general.pyc'>

again, to answer the edit:
>>> conf2.conf.general
<module 'conf.general' from 'conf/general.pyc'>",https://stackoverflow.com/questions/8778021/importing-modules-to-a-package/8778226,2,1
Swift IOS keep view controller running in background after pop,"My app consists of two views. The first one is a GMSMapView and the second one is used to connect to a Bluetooth device that sends coordinates. 
After the Bluetooth device is connected, I use a delegate to send the information back to the map view and move a marker around. To transition between views I was previously using segues, this didn't stop the Bluetooth view controller and the data made its way like I wished to the map view.
I ran into the problem of my map view being reinitiated so I decided to use a navigation controller. Now I use a push segue to get to my second view, and pop to come back to the same instance of the first one. Great, that worked! The issue I have now is that popping the second view seems to stop it completely from running in the background like it used to. Is there a way to keep it running in the background like it did before?
What I'm currently using to pop the second view is 
self.navigationController?.popViewControllerAnimated(true)

Any idea would be appreciated! Thanks!","A popped view controller does not ""stop running"". It is returned to you, and if you don't retain it, it is completely destroyed.
If you don't want that to happen, retain it when it is returned. You are currently ignoring the returned view controller:
 self.navigationController?.popViewControllerAnimated(true)

Instead, keep a reference to it:
self.mySecondViewController = 
    self.navigationController?.popViewControllerAnimated(true)

Be warned, however, that this is a very unusual architecture. You will not be able to use the storyboard segue to push again, because it will push a different copy. It would be better to abandon your navigation controller architecture entirely, as it is completely unsuited to the idea of a view controller persisting after it is popped. If you want an architecture where two view controllers persist simultaneously, you would be better off using a UITabBarController _ or, even better, reorganize your app completely. The notion that you need the view controller to persist after being popped is a ""bad smell"": it means that you have put the functionality in the wrong place. Put the functionality in a place that does persist, rather than forcing the view controller to persist in some artificial way.",https://stackoverflow.com/questions/43260955/swift-ios-keep-view-controller-running-in-background-after-pop/43261268,1,1
wrapper to template class inherited by another class,"template <class CollectionItem>
class Collection
{
    void A();
    // Many other utility functions
}

class ICollection
{
   virtual void B() = 0;
}


class Base : public Collection<BaseItem>, public IBase
{
    virtual void B();
}

Is there any way of offering Collection functions via ICollection interface without wrapping all the functions in Base class? ICollection : public Collection<CollectionItem> is not an option.
Bounty Update:
OK, so the original idea was to have Interface to all Collection classes. Before we continue, every CollectionItem also has Interface, let's call it ICollectionItem and ICollection only knows about ICollectionItem.
So what I did was create another template class as Interface to Collection template class - ICollection (pure virtual) accepting ICollectionItem(s). Collection class inherits this interface.
Every Collection class (inheriting Collection<CollectionItem> class) would also inherit it's Interface Collection class. That Interface then virtual inherits ICollection<ICollectionItem>. I'll just post the code :)
Here is the code:
template <class ICollectionItem>
class ICollection
{
public:
    virtual const ICollectionItem* At(const int idx) = 0;
};

template <class CollectionItem, class ICollectionItem>
class Collection
    : public ICollection,
      public virtual ICollection<ICollectionItem>    // Weak point
{
private:
    List<CollectionItem*> fContainer;

public:
    Collection(void) {}
    virtual ~Collection() {}

    virtual const ICollectionItem* At(const int idx);  // Casting GetAt result
    virtual const TCollectionItem& GetAt(const int idx) const 

    virtual ListIterator<TCollectionItem> >* GetIterator(void) const;
    virtual ListIterator<ICollectionItem> >* Iterator(void) const;  // Weak point
}

Example usage:
class IBaseItem
{
public:
    virtual int Number() = 0;
{

class BaseItem
    : public IBaseItem
{
public:
    virtual int Number();
    void SetNumber(int value);
}

class IBase
    : public virtual ICollection<IBaseItem>
{
public:
    virtual IBaseItem* ItemByName(String name) = 0;
    virtual ~IBase() {}
}

class Base
    : public Collection<BaseItem, IBaseItem>,
      public IBase
{
public:
    BaseItem* GetItemByName(String name);
    virtual IBaseItem* ItemByName(String name);
}

Weak points: 
 First is at using virtual inheritance ... lots written about it, not much to talk about, or is it?
 Unable to access Iterator using ICollection interface. See ListIterator function, only first one can be implemented, the second one would require some kind of new List of IBaseItem. I decided to live with that and just use for loop.

Even tho I somehow managed to get what I wanted (With wrapping and casting), I would still like to hear an second opinion. I don't like using virtual inheritance, specially in such delicate situations - using Collections for application Base creation.","I can not see any other solution than calling some Collection method in Base implementation of IBase virtual methods.
class Base : public Collection<BaseItem>, public IBase
{
    virtual void B()
    {
        A();
    }
}",https://stackoverflow.com/questions/17087761/wrapper-to-template-class-inherited-by-another-class/19235162,7,1
Implement ActiveRecord for Webservice client,"I'm writing a webservice client with C#/MVC 4 that communicates with a REST-Webservice, using JSON.net on the client side.
Everything is working fine so far, but I want to improve the architecture to make the handling more fluid.
I wrote a connector class and initialize it like this:
var conn = new MyConnector(""admin"", ""admin"", ""http://localhost:9000"");

Then I have a POCO class like this:
public class MyRecord
{
    [JsonProperty(""record_id"")]
    public string RecordId;
    ...

I'm saving changes by performing a PUT request to the Webservice. It looks like:
var updated = conn.UpdateRecord(""MyRecordId"", new  NameValueCollection{{""title"",""new_title""}});

What I want to do is to implement it more like ActiveRecord:
var myRecord = conn.GetRecord(""myRecordId);
myRecord.title = ""Foo"";
myRecord.save();

That means that the MyRecord-class must be aware of the connection handler. That seems bad design to me, because MyRecord is basically a plain object. Another choice would be to pass the connection handler to the save-method, but that smells, too.
Any suggestions for improving it?","If you want a ""plain record"" you should not implement the activerecord pattern. That is a contradiction. It sounds to me like you are more interested in the repository pattern.
As references have a look at:
Is Repository pattern as same as Active Record pattern?
or for a broader perspective of your options:
http://msdn.microsoft.com/en-us/magazine/dd569757.aspx",https://stackoverflow.com/questions/11613748/implement-activerecord-for-webservice-client,1,1
php isset do you need it in a form check?,"I trying to understand if a isset is required during form processing when i check $_REQUEST[""input_name""] if no value is passed it doesn't cry about it and php doesn't throw out an error if you are trying to access a array item which doesn't exist....i can use if($_REQUEST[""input_name""])..
what about ""empty"" even in those cases i can use if()
THnks","if($_REQUEST[""input_name""])

will throw a notice (error) if ""input_name"" doesn't exist, so isset() is recommended.",https://stackoverflow.com/questions/818326/php-isset-do-you-need-it-in-a-form-check/818332,5,1
Bypassing (disabling) Delphi's reference counting for interfaces,"For one particular issue in the architecture of an application I'm working on, interfaces seem to be a nice solution. Specifically, some ""business objects"" depend on a bunch of settings that are pulled from the database in the actual app. Letting those business objects ask for an interface (through Inversion of Control), and letting a central TDatabaseSettings object implement those interfaces, allows for better isolation, and thus for much easier unit testing.
However, in Delphi, interfaces seem to come with an, in this case, unpleasant bonus: reference counting. This means that if I do something like this:
type
IMySettings = interface
    function getMySetting: String;
end;

TDatabaseSettings = class(..., IMySettings)
    //...
end;

TMyBusinessObject = class(TInterfacedObject, IMySettings)
    property Settings: IMySettings read FSettings write FSettings;
end;

var
  DatabaseSettings: TDatabaseSettings; 
    // global object (normally placed in a controller somewhere)

//Now, in some function...
O := TMyBusinessObject.Create;
O.Settings := DatabaseSettings; 
// ... do something with O
O.Free;

On the last line (O.Free), my global DatabaseSettings object is now also freed, since the last interface reference to it (which was contained in O) is lost!
One solution would be to store the 'global' DatabaseSettings object with an interface; another solution would be to override the reference counting mechanism for the TDatabaseSettings class, so I can continue to manage the DatabaseSettings as a normal object (which is much more consistent with the rest of the app).
So, in summary, my question is: how do I disable the interface reference counting mechanism for a particular class?
I've been able to find some info that suggests overriding the IInterface methods _AddRef and _Release for the class (TDatabaseSettings in the example); has anyone ever done that?
Or would you say I shouldn't do this (confusing? just a bad idea?), and find a different solution to the architectural problem?
Thanks a lot!","Ok, you can bypass it, but the question is if you really want that.
If you want to use interfaces, you better use them completely. So as you have experienced it, you get problems if you mix class and interface variables.
var
  // DatabaseSettings: TDatabaseSettings; 
  DatabaseSettings : IMySettings;

//Now, in some function...
O := TMyBusinessObject.Create;
O.Settings := DatabaseSettings; 
// ... do something with O
O.Free;

You now have a second reference to the interface and losing the first will not free the object.
It as also possible to keep both the class and the object:
var
  DatabaseSettings: TDatabaseSettings; 
  DatabaseSettingsInt : IMySettings;

Be sure to set the interface right after the object has been created.
If you really want to disable reference counting, you just have to create a new descendant of TObject that implements IInterface. I have tested the example below in D2009 and it works:
// Query Interface can stay the same because it does not depend on reference counting.
function TMyInterfacedObject.QueryInterface(const IID: TGUID; out Obj): HResult;
begin
  if GetInterface(IID, Obj) then
    Result := 0
  else
    Result := E_NOINTERFACE;
end;

constructor TMyInterfacedObject.Create;
begin
  FRefCount := 1;
end;

procedure TMyInterfacedObject.FreeRef;
begin
  if Self = nil then
    Exit;
  if InterlockedDecrement(FRefCount) = 0 then
    Destroy;    
end;

function TMyInterfacedObject._AddRef: Integer;
begin
  Result := InterlockedIncrement(FRefCount);
end;

function TMyInterfacedObject._Release: Integer;
begin
  Result := InterlockedDecrement(FRefCount);
  if Result = 0 then
    Destroy;
end;

FreeRef just lowers the refcount just like _Release. You can use it where you normally use Free.",https://stackoverflow.com/questions/769329/bypassing-disabling-delphis-reference-counting-for-interfaces/769504,6,1
Is holding static reference to multiple objects in abstract class OK?,"Is there anything significantly bad in terms of performance, memory consumption, design etc about below pattern ?
public abstract class A {
    public static final D d = new D();
    public static final C c = new C();
    ......... and many more member of class B, C, and D; like hundreds
}

public class B extends A {
}

public class C extends B {
}

public class D extends C {
}","Is there anything significantly bad in terms of performance, memory consumption, design etc about below pattern ?


performance - not really.
memory - no, if you (1) have predictable bound on how many internal objects will be created (and you are ok with memory they will occupy), (2) have a good idea of lifespan of these objects, (3) you are confident that your abstract class wont be leaked. Otherwise, the answer is maybe.
design - yes. What you are trying to do smells badly from design point of view. It is really hard to tell what you are actually trying to achieve, but the chance that you can design your architecture better is rather high.",https://stackoverflow.com/questions/46226075/is-holding-static-reference-to-multiple-objects-in-abstract-class-ok/46226314,2,1
Cyclic dependency between Type A and B,"I have two classes:
class A {

    final B b;

    A(final B b) {
    this.b = b;
    }

    void doIt() {
    b.doSomething();
    }

    void doSomething() {
    // TODO Auto-generated method stub
    }
}

and 
class B {

    final A a;

    B(final A a) {
    this.a = a;
    }

    void doIt() {
    a.doSomething();
    }

    void doSomething() {
    // TODO Auto-generated method stub
    }
}

There is no way to instantiate any of them.
I could use a setter, e.g:
class B {

    A a;

    B() {

    }

    void setA(final A a) {
    this.a = a;
    }

    void doIt() {
    a.doSomething();
    }

    void doSomething() {
    // TODO Auto-generated method stub
    }
}

But here I need checking for a being null in doIt() and handling this case. This is not the end of the world, but maybe 
there is a more clever way to do it?
Or maybe this is even an anti pattern in general and something is wrong with the architecture in the first place?
Root of the problem:
I have a database from which I load entities. I cache them once loaded and use this cache to establish bi-directional relationships between the types. This is necessary, since when I load multiple instances of A, they should have (in this case) all the same instance of B. Therefore B needs to be instantiated before and re-used. But B has also a relationship to all these as, therefore the cyclic dependency.
So in more short, The cyclic dependencies are caused by bi-directional relationships in the database. I use to avoid them where possible but besides of the trouble described here, there is no 'real-world' problem with bi-di relationships, in fact it is a very natural thing.
So maybe the question should be How to properly map bi-di-relationships from a relational database into the oop world?
More concrete example:
To establish bi-di relationships, I load instances from a cache, so that I have the same instance when the entity ID is the same:
interface Cache<T>

interface CacheA extends Cache<A>

interface CacheB extends Cache<B>

class CacheManager {

    final CacheA cacheA;

    final CacheB cacheB;

    CacheManager(final DatabaseAccess databaseAccess) {
    cachA = new CacheA();
    cachB = new CacheB();
    cacheA.setEntityLoader(id -> new SimpleAttachedA(id, databaseAccess, cacheB));
    cacheB.setEntityLoader(id -> new SimpleAttachedB(id, databaseAccess, cacheA));

    }

}

Instances of A will access this cache if the relationship to B is accessed. The same the other way around.
I know that it would be best, if CacheA and CacheB would be the same object, since then I could just create the cache and pass it on to all instances of A and B.
CacheA and CacheB used to be the same, namely Cache. I chose to separate those, so I can use a generic class and remove a lot of duplicate code.
CacheManager cannot implement CacheA and CacheB, if they both extend the same generic interface Cache<T> but with different types of T.
Therefore CacheManager uses composition instead of inheritance. So I end up with two caches, which need to access each other to realize the bi-di relationship of A and B.","Cyclic dependencies are typically a sign of bad design. In some cases you cannot prevent cyclic dependencies, but you should always think about another solution. When you have cyclic depedencies, chances are that you will change one of the classes and have to change the other one as well. When your cycle contains more than two classes, this can be a lot of work. Also problems like the one you mentioned, ""I need the other class to instantiate one of them"", arise.
As your classes appear to be dummy classes, I cannot give a really good advise, but some general points nonetheless.
Classes should have high cohesion and low coupling. Meaning, classes should depend on another as less as possible (low coupling), while every class should do one functionality, and all of that functionality (high cohesion).
When you have two classes which depend on one another, this is typically a sign for low cohesion, as part of the functionality is in class A and another part in class B. In this case you should consider merging both classes in one class.
On the other hand when you try to find a class name for that merged class and come up with something like ThisAndThatDoer, you should split them in two classes ThisDoer and ThatDoer, as this is a sign for low cohesion. When you then have your original classes depending on one another again, you could maybe create a new class Executor which connects both classes. But this can quickly become a god class, which is also an anti-pattern. So you should be careful with this.
So all in all, I recommend thinking about your class design and finding a way to remove the depedency at least in one direction. I hope this helps with your problem.",https://stackoverflow.com/questions/45529749/cyclic-dependency-between-type-a-and-b/45530277,4,1
VueJs 2.0 emit event from grand child to his grand parent component,"It seems that Vue.js 2.0 doesn't emit events from a grand child to his grand parent component.
Vue.component('parent', {
  template: '<div>I am the parent - {{ action }} <child @eventtriggered=""performAction""></child></div>',
  data(){
    return {
      action: 'No action'
    }
  },
  methods: {
    performAction() { this.action = 'actionDone' }
  }
})

Vue.component('child', {
  template: '<div>I am the child <grand-child></grand-child></div>'
})

Vue.component('grand-child', {
  template: '<div>I am the grand-child <button @click=""doEvent"">Do Event</button></div>',
  methods: {
    doEvent() { this.$emit('eventtriggered') }
  }
})

new Vue({
  el: '#app'
})

This JsFiddle solves the issue https://jsfiddle.net/y5dvkqbd/4/ , but by emtting two events: 

One from grand child to middle component
Then emitting again from middle component to grand parent

Adding this middle event seems repetitive and unneccessary. Is there a way to emit directly to grand parent that I am not aware of?","The Vue community generally favors using Vuex to solve this kind of issue. Changes are made to Vuex state and the DOM representation just flows from that, eliminating the need for events in many cases.
Barring that, re-emitting would probably be the next best choice, and lastly you might choose to use an event bus as detailed in the other highly voted answer to this question.
The answer below is my original answer to this question and is not an approach I would take now, having more experience with Vue.

This is a case where I might disagree with Vue's design choice and resort to DOM.
In grand-child,
methods: {
    doEvent() { 
        try {
            this.$el.dispatchEvent(new Event(""eventtriggered""));
        } catch (e) {
            // handle IE not supporting Event constructor
            var evt = document.createEvent(""Event"");
            evt.initEvent(""eventtriggered"", true, false);
            this.$el.dispatchEvent(evt);
        }
    }
}

and in parent,
mounted(){
    this.$el.addEventListener(""eventtriggered"", () => this.performAction())
}

Otherwise, yes, you have to re-emit, or use a bus.
Note: I added code in the doEvent method to handle IE; that code could be extracted in a reusable way.",https://stackoverflow.com/questions/51657920/emitting-events-to-a-distant-relative-of-a-component,9,1
Is procedural code ever appropriate for rendering a UI View? [closed],"Background
At work, I ran into some code that used a series of procedural methods to build an HTML View. It felt really wrong to me, and while working on it, I managed to introduce unintended layout changes.
See the pseudo-code below for a more detailed explanation.
Questions

The project was an ASP.NET web application targeting the 4.0 framework. With all the tools available to an ASP.NET developer, is there any reason this pattern would be appropriate.
Ultimately, given no other time priorities, should this code be refactored ? It definitely smells of code fragility.

Caveats
I'm not 100% sure if this is an appropriate question for SO. It falls in the somewhat subjective topic of programming patterns. As a subjective topic, there is the potential for the SO Answers to devolve into a discussion, which as we all know, is not the purpose of SO. I don't think this question qualifies as code-golf.
What I'm looking for is objective evidence that this particular pattern is
either a bad idea for some reason such as it leads to unmaintainable code. Or evidence that this pattern is appropriate for certain situations, bonus points for citing a specific example.
Had I written this code, I would have probably used some sort of well-known templating engine. I'd handle the logic decisions (highlight rows for people who have birthdays) in non-view code. I suppose I'm a proponent of logic-less template engines. 
I apologize for the long code, I tried to keep it terse without sacrificing context. Hopefully, this will be a fun question to answer for some battle-scarred SO veteran.
The Code
About the pseudo-code
The code in this question does not represent any actual programming language.
It is mostly based on JavaScript with HTML terms thrown in there. It should
be easy enough to interpret without significant mental gymnastics. 
page load event handler
protected void Page_Load(object sender, EventArgs e) {

    var data = DataLayer.getData();
    var engine = new DataViewRenderEngine(data);
    var divElement = engine.Render();

    document.body.add(divElement);

}

Definition of DataViewRenderEngine
class DataViewRenderEngine {

    private _dataSource = null;

    public DataViewRenderEngine(dataSource) {
        this._dataSource = dataSource;
    }

    public Element Render() {
        return RenderView(this._dataSource);
    }

    private Element RenderView(data) {

        var containerDiv = RenderContainerDiv(data);            

        var pageHeader = PenderPageHeader(data.Title);
        containerDiv.add(pageHeader)    

        var personTable = renderPersonTable(data.PeopleArray)
        containerDiv.add(personTable);

        return containerDiv;        

    }

    private Element RenderContainerDiv() {
        return new Element({
            tag: 'div',
            class: 'container'
        });
    }

    private Element RenderPageHeader(title) {       
        return new Element({
            tag: 'h1',
            innerHTML: title        
        });     
    }

    private Element RenderPersonTable(peopleArray) {

        var table = new Element('table');

        for(var person in peopleArray) {
            var row = RenderPersonTableRow(person);
            table.add(row); 
        }

        return table;
    }

    private Element RenderTableRow(person) {
        var row = new Element('tr');

        row.add(new Element({
            tag: 'td',
            innerHTML: person.firstName     
        });

        row.add(new Element({
            tag: 'td',
            innerHTML: person.lastName      
        });

        var today = Date.Today();
        if(person.birthday.Month == today.Month &&
           person.birthday.Day   == today.Day) {
            row.BackgroundColor = 'green';
        }

        return row; 
    }

}","Actually it seems like you think that object-oriented programming has no trace of the past: procedural programming is still there.
When you implement methods, their bodies are still procedural. That is, you're calling methods which used to be procedures and functions later fused into a single concept.
Later on, there're good and bad designs. If your coworker's code looks like your pseucode, then it seems that it smells.
A render engine shouldn't be tied to a particular view. Yours seem like a mix of a view, view template and view renderer. Thus, clearly breaks single responsibility principle as it does too many things.
Conclusion: it's just a bad design/architecture. That's all.
Now I'll answer your concrete questions:

The project was an ASP.NET web application targeting the 4.0
  framework. With all the tools available to an ASP.NET developer, is
  there any reason this pattern would be appropriate.

In 2017, probably you shouldn't invest more effort on ASP.NET Web Forms. If they did this way, either adapt yourself to their bad design, or convince them to switch to ASP.NET MVC or even to abandon server-side view programming in favor of a full HTML5 web app on the client-side.

Ultimately, given no other time priorities, should this code be
  refactored ? It definitely smells of code fragility.

This question deserves the same answer as your first one.",https://stackoverflow.com/questions/41771642/is-procedural-code-ever-appropriate-for-rendering-a-ui-view/41772312,1,1
Why not use an IoC container to resolve dependencies for entities/business objects?,"I understand the concept behind DI, but I'm just learning what different IoC containers can do.  It seems that most people advocate using IoC containers to wire up stateless services, but what about using them for stateful objects like entities?
Whether it's right or wrong, I normally stuff my entities with behavior, even if that behavior requires an outside class.  Example:
public class Order : IOrder
{

    private string _ShipAddress;
    private IShipQuoter _ShipQuoter;

    public Order(IOrderData OrderData, IShipQuoter ShipQuoter)
    {
        // OrderData comes from a repository and has the data needed 
        // to construct order
        _ShipAddress = OrderData.ShipAddress;  // etc.
        _ShipQuoter = ShipQuoter;

    }

    private decimal GetShippingRate()
    {
        return _ShipQuoter.GetRate(this);
    }
}

As you can see, the dependencies are Constructor Injected. Now for a couple of questions.

Is it considered bad practice to have your entities depend on outside classes such as the ShipQuoter?  Eliminating these dependencies seems to lead me towards an anemic domain, if I understand the definition correctly.
Is it bad practice to use an IoC container to resolve these dependencies and construct an entity when needed?  Is it possible to do this?

Thanks for any insight.","The first question is the most difficult to answer. Is it bad practice to have Entities depend on outside classes? It's certainly not the most common thing to do.
If, for example, you inject a Repository into your Entities you effectively have an implementation of the Active Record pattern. Some people like this pattern for the convenience it provides, while others (like me) consider it a code smell or anti-pattern because it violates the Single Responsibility Principle (SRP).
You could argue that injecting other dependencies into Entities would pull you in the same direction (away from SRP). On the other hand you are certainly correct that if you don't do this, the pull is towards an Anemic Domain Model.
I struggled with all of this for a long time until I came across Greg Young's (abandonded) paper on DDDD where he explains why the stereotypical n-tier/n-layer architecture will always be CRUDy (and thus rather anemic).
Moving our focus to modeling Domain objects as Commands and Events instead of Nouns seems to enable us to build a proper object-oriented domain model.
The second question is easier to answer. You can always use an Abstract Factory to create instances at run-time. With Castle Windsor you can even use the Typed Factory Facility, relieving you of the burden of implementing the factories manually.",https://stackoverflow.com/questions/4835046/why-not-use-an-ioc-container-to-resolve-dependencies-for-entities-business-objec/4836790,2,1
C# - How to disable all events on WPF form,"I have a lot of ToggleSwitch and Combobox controls in my application, I am setting them up on application startup, which fires all the events associated with those controls.
These events are supposed to fire only when the user interacts with the controls and not when the value is changed programmatically.
Is there a way to disable all the events and reactivate them afterwards?
I didn't find any efficient solution on other posts or on the Internet.","Disabling all events isn't possible because there are many event handlers in the framework that you have no direct control over. The fact you want to do this at all suggests that your design is flawed.
You can detect the difference between user interaction and programmatic change with a bit of plumbing and the diligence to use it everywhere that it matters. Suppose you have a ComboBox, and you want to detect when the user triggers SelectionChanged. This can be done with a flag, set only when you make programmatic changes. i.e.
private bool blockHandlers;

// Wrapped in a method for convenience.
public void SetSelectedIndex(int index)
{
    blockHandlers = true;
    comboBox.SelectedIndex = index;
    blockHandlers = false;
}

private void ComboBox_SelectionChanged(object sender, SelectionChangedEventArgs e)
{
    if (blockHandlers) return;

    // Your event handling code...
}

Using this technique requires that you always either use SetSelectedIndex or set/reset blockHandlers around programmatic changes to ensure event handler(s) observe it and do nothing.",https://stackoverflow.com/questions/48425977/c-sharp-how-to-disable-all-events-on-wpf-form/48449698,2,1
DI Service with No Dependent Services,"I have been working with Ninject to implement an application using dependency injection. I feel like I have a pretty thorough understanding of the concepts and have really liked the loosely coupled and testable architecture that the application has achieved using DI. I am struggling with one specific type of service, however, and am looking for insight into whether I am doing something wrong or if others have ran across the same thing.
Basically, I end up with some services/classes (a pretty small number) that have no other services depending on them. Because of this, the class never gets instantiated even though it is required to since it performs a useful role in the application. As an example, say I have an IMonkeyRepository service and an IMonkeyPopulator service. Assume the IMonkeyPopulator service really has no public API, and its sole responsibility (following the Single Responsibility Principle) is to discover monkeys on the network and populate the IMonkeyRepository with them. This service depends on the IMonkeyRepository and perhaps some other service(s) to handle its interaction with the network (configuration data for ports and addresses, for example). However, the IMonkeyPopulator has no public API, its just an empty interface.
Is this a bad design or some sort of code smell that I'm missing? I could obviously move this functionality into the repository itself but that seems like a violation of SRP to me (the repository has useful access functions, etc., and could actually be populated by multiple services). Some approaches that I've considered or tried but am not happy with are:

Make the service have a single public method, such as Start, that must be called for it to begin work. This has the drawback of needing to determine a somewhat arbitrary spot in the system to make this call.
Bind the service to a constant that I instantiate when the Ninject kernel is created. This requires that I understand that no one is dependent on this service so it must be handled specially, which seems wrong.
Add some members to the service and make a GUI somewhere in my application that reads these values (such as status of the service, etc.). Obviously, having to add a GUI to my application that is only there for this reason is quite silly (although at times useful for debugging, etc.).

Any thoughts or guidance?","You say that the IMonkeyPopulator depends on the IMonkeyRepository, but it seems like that should be the other way around?  It sounds like your IMonkeyRepository depends on, and consequently may need to be injected with, an IMonkeyPopulator.  If you also inject some other service fine, but internally, the IMonkeyRepository could tell the IMonkeyPopulator to ""start"" so that there's actually something in the repository?  I might be misunderstanding the problem though... maybe I shouldn't be monkeying around so much :/",https://stackoverflow.com/questions/14371700/di-service-with-no-dependent-services,2,1
