tittle,question,answer,url,ans_count,tag
"Export links, defects and test results from Excel to QC","I have a question about HPQC. I have the Excel add-in but it doesn't seem like I can export the links between defects and Test cases. Is there a way to export the links between defects and Test cases from Excel? 
Also, I would like to know if I can export the pass/fail status of test cases using the add in? If not, I'm not a coder but I could a colleague. Is it possible to bypass the add-in and load data from code instead?","Excel Add-in will not support uploading test results into QC from Excel. Excel add-in can be used to upload tests, requirement and defects.
You have to write your own code using Open Test Architecture (OTA) API's to upload test results to QC.  You can bypass the add-in if you have your own code to upload test results. OTA API documentation is available in the QC documentation library.",https://stackoverflow.com/questions/29804013/export-links-defects-and-test-results-from-excel-to-qc/32367982,1,0
Development Philosophies for Dev Teams [closed],"Closed. This question is opinion-based. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it can be answered with facts and citations by editing this post.
                        
Closed 3 months ago.



I've been developing for a few years now and have been frustrated with how some of the older programmers in my team have proceeded to design and implement without any kind of development philosophy, which generally leads to problems further down the development track, generally due to a lack of flexibility and validation.  I raised this irk with my colleagues and they replied by saying ""Well then, which of the hundreds of development philosophies do you suggest we use?""
This was a hard question to answer as using development philosophies when working by yourself is a lot easier than when working in a team. I am a bit partial to test driven development as it seems to provide me with the greatest feeling of security that my code is working correctly, however TDD does have its limitations, mainly in the overhead required to write all the tests and also in making sure that there are no gaps in our testing framework (which is hard to achieve when working in a team). A friend of mine swears by the Agile Unified Process (AUP) and refuses to use anything else.
My questions are

Which development philosophies have you found to work well when developing in a team, and how have they helped you to deliver your product on time and under budget?
What issues did you come across and how did you overcome them?
Do you think they are even required at all?","As a contractor, you may have little influence to affect a change in development philosphy at a particular company. That's part of the price for being what most companies would consider a temp. For you as a person, sometimes the best you can do is learn to adapt to the current corporate culture and learn what works and what doesn't for when you are in a position to influence.
You can always do the test driven parts yourself so at least you know your code will pass the tests. I wouldn't look at that as overhead either, it is part of writing code to test it make sure it works. There is far more overhead associated with not writing tests.
If a place has no particular development methodology, then there are two ways to get one. First is if the developers mostly agree on what philosphy to use and they just start using it and show management it works and improves the product. Developers are remarkably free to figure out how to do their work, more so than many other professional specialties. Use this to your advantage. Get a small group of like minded folks together and just start using a method you all agree on. Indoctrinate anyone new to the group in how you do things. Show real progress and management wil get on board with it (managers like anything that makes them look good).
The second way to change the corporate culture is from the top down. Change one senior manager's mind on doing this and he can mandate that the new methodology be used. It ain't pretty and people will fight doing it (this is called resistance to change and it is a normal condition and you need to expect to deal with it.) Again build a few successes and it it gets easier, but your manager must have the  gumption to stick with the policy through the hard phase of getting people to use the new method and there must be consequences for those who do not follow the new method. Sometimes having a test project with volunteers to use the methodology first can prove the value to the others, sometimes, people are just deadwood and won't change no matter what.
People who, after some time and mulitple chances to change, still refuse to get on board with the new policy will need to be let go no matter how good they are as individual developers. If you can't follow the team rules, you need to move on or be moved on.  A culture change can't be accomplished without everyone eventually coming on board. 
Sometimes  you can use outside influences to get managers to change the way of doing business. We changed our whole development process here in order to get a certification required by one of our largest customers. HIPPA and Sarbanes-Oxley laws are also responsible for many companies formalizing a development process. If you can make a case to mamangement that formalizing the process to get some sort of certification or comply with the law is a benefit that will get them more business, then perhaps they will suddenly see the value.",https://stackoverflow.com/questions/1392546/development-philosophies-for-dev-teams/1392815,5,0
"What's the difference between unit, functional, acceptance, and integration tests? [closed]","Closed. This question needs to be more focused. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                        
Closed 4 years ago.



What is the difference between unit, functional, acceptance, and integration testing (and any other types of tests that I failed to mention)?","Depending on where you look, you'll get slightly different answers.  I've read about the subject a lot, and here's my distillation; again, these are slightly wooly and others may disagree.
Unit Tests
Tests the smallest unit of functionality, typically a method/function (e.g. given a class with a particular state, calling x method on the class should cause y to happen).  Unit tests should be focussed on one particular feature (e.g., calling the pop method when the stack is empty should throw an InvalidOperationException).  Everything it touches should be done in memory; this means that the test code and the code under test shouldn't:

Call out into (non-trivial) collaborators
Access the network  
Hit a database
Use the file system
Spin up a thread
etc.

Any kind of dependency that is slow / hard to understand / initialise / manipulate should be stubbed/mocked/whatevered using the appropriate techniques so you can focus on what the unit of code is doing, not what its dependencies do. 
In short, unit tests are as simple as possible, easy to debug, reliable (due to reduced external factors), fast to execute and help to prove that the smallest building blocks of your program function as intended before they're put together.  The caveat is that, although you can prove they work perfectly in isolation, the units of code may blow up when combined which brings us to ...
Integration Tests
Integration tests build on unit tests by combining the units of code and testing that the resulting combination functions correctly.  This can be either the innards of one system, or combining multiple systems together to do something useful.  Also, another thing that differentiates integration tests from unit tests is the environment.  Integration tests can and will use threads, access the database or do whatever is required to ensure that all of the code and the different environment changes will work correctly.  
If you've built some serialization code and unit tested its innards without touching the disk, how do you know that it'll work when you are loading and saving to disk?  Maybe you forgot to flush and dispose filestreams.  Maybe your file permissions are incorrect and you've tested the innards using in memory streams.  The only way to find out for sure is to test it 'for real' using an environment that is closest to production.
The main advantage is that they will find bugs that unit tests can't such as wiring bugs (e.g. an instance of class A unexpectedly receives a null instance of B) and environment bugs (it runs fine on my single-CPU machine, but my colleague's 4 core machine can't pass the tests).  The main disadvantage is that integration tests touch more code, are less reliable, failures are harder to diagnose and the tests are harder to maintain.
Also, integration tests don't necessarily prove that a complete feature works.  The user may not care about the internal details of my programs, but I do!
Functional Tests
Functional tests check a particular feature for correctness by comparing the results for a given input against the specification.  Functional tests don't concern themselves with intermediate results or side-effects, just the result (they don't care that after doing x, object y has state z). They are written to test part of the specification such as, ""calling function Square(x) with the argument of 2 returns 4"". 
Acceptance Tests
Acceptance testing seems to be split into two types:
Standard acceptance testing involves performing tests on the full system (e.g. using your web page via a web browser) to see whether the application's functionality satisfies the specification. E.g. ""clicking a zoom icon should enlarge the document view by 25%."" There is no real continuum of results, just a pass or fail outcome. 
The advantage is that the tests are described in plain English and ensures the software, as a whole, is feature complete.  The disadvantage is that you've moved another level up the testing pyramid. Acceptance tests touch mountains of code, so tracking down a failure can be tricky.  
Also, in agile software development, user acceptance testing involves creating tests to mirror the user stories created by/for the software's customer during development.  If the tests pass, it means the software should meet the customer's requirements and the stories can be considered complete. An acceptance test suite is basically an executable specification written in a domain specific language that describes the tests in the language used by the users of the system.
Conclusion
They're all complementary.  Sometimes it's advantageous to focus on one type or to eschew them entirely.  The main difference for me is that some of the tests look at things from a programmer's perspective, whereas others use a customer/end user focus.",https://stackoverflow.com/questions/4904096/whats-the-difference-between-unit-functional-acceptance-and-integration-test/28651929,8,0
XCode error after linking SQLite3,"I get the following error after adding libsqlite3.dylib to my xcode frameworks folder.
ignoring file /Users/AlexStein/Desktop/iPhone Applications/Persistence copy/libsqlite3.dylib, missing required architecture i386 in file

The way I added sqlite3 was as follows: Right clicked on frameworks folder, selected ""Add files to..."" and searched for libsqlite3.dylib. There were two of those and two of libsqlite3.0.dylib. I knew the ""3.0"" wasn't right for the simulator, so I chose one of the ""3""s. When I try to chose the other one it simply says that I have already added it, so I assume they are the same.
I'm not sure why I'm getting the error as I'm pretty sure all my code is right. This is something to do with xCode. I'd appreciate any help!","have you checked project setting. architecture column .
EDITED
Apple__ Xcode 4 is different from its earlier version. We have to learn a new user interface and must workaround some birth defects. Try out these steps:

Navigate to Build Settings tab and check out the Architectures group
Look at the values, for example Architectures: Standard (armv6 armv7), Base SDK: Latest iOS (iOS 4.3), Build Active Architecture Only: No, Supported Platforms: iphonesimulator, iphoneos and Valid Architectures: armv6 armv7 i386.
If __alid Architectures_ is set only to armv6 and armv7, delete both. Restart Xcode. I do not know why but some of you reported that it helped. Set __alid Architectures_ to $(ARCHS_STANDARD_32_BIT). Valid Architectures will show armv6 and armv7 again but this time it may compile just fine. Strange though.
Besides standard armv6 and armv7, manually add i386 to __alid Architectures_. Note that i386 is a valid architecture since the Simulator is running on your Intel iMac (or MacBook Pro).

Notes:

Change your code to reduce the number of warnings like this:
1
2
3
4

replace:
if (self = [super init]) {
with:
if ((self = [super init])) {

armv6 notices: Apple initiated a major hardware cutoff with iOS 4.3. iOS 4.3 removed support for any of the armv6 based gadgets. Old iPod touch/iPhone (1G, 2G, 3G) devices are all running on arm v6 CPU. Armv6 compilers does not work with armv7 or above, but with Xcode 4 you can build apps for old devices running iOS 4.2 or earlier. In your code look for iOS and hardware versions to use the proper framework or other objects otherwise you get exceptions at runtime. It seems Apple prepares the road for armv8 devices and iOS 5.",https://stackoverflow.com/questions/6668171/xcode-error-after-linking-sqlite3/6668555,1,0
How to Establish a connection to ALM using REST API,"I have a Couple of Questions which need to be clarified below 
1)What is Meant by a REST client 
2)What is the difference between OTA API vs REST API in ALM during connectivity. 
I have already established a connection with OTA. Can anyone provide a sample code to establish a connection with ALM using REST API","1) REST client - it depends what you mean: or HPE ALM Web Client (that works using REST architecture) or ALM REST Api
HPE ALM Web Client was announced in ALM 12.01 and was decommissioned in ALM 12.50
It allowed to work with requirements and defects modules
ALM REST Api - RESTful API that allow create, read, update, and delete data on the ALM 
2) Using OTA you need to initialize connection to server using:    
set tdc = CreateObject(""TDApiOle80.TDConnection"")
tdc.InitConnectionEx ServerName

When using REST API yo need to:
POST on {ServerNasme}/qcbin/api/authentication/sign-in with header:
  Authorization: Basic {Login:Password encoded with Base64}
thats return you next cookies: 
   ALM_USER
   LWSSO_COOKIE_KEY
   QCSession
   XSRF-TOKEN",https://stackoverflow.com/questions/38473547/how-to-establish-a-connection-to-alm-using-rest-api/38851197,2,0
Are the result of bitwise operations on signed integral types well-defined?,"Consider this code:
using integer = int; // or any other fundamental integral type
using unsigned_integer = typename std::make_unsigned<integer>::type;
constexpr integer bits = std::numeric_limits<unsigned_integer>::digits;
integer value = -42; // or any value
integer mask = static_cast<integer>(1)<<static_cast<integer>(bits-1);
bool result_and = value & mask;
bool result_or = value | mask;
bool result_xor = value ^ mask;

I am wondering how well are these operations defined according to the standard. Do I have the guarantee to end up with the same results on all architectures? I am sure to operate on the sign bit on all architectures where this sign bit is 0 for positive numbers and 1 for negative numbers?","The results of bitwise and, bitwise or and bitwise xor are currently underspecified in the standard, in particular the term bitwise is never defined. We have defect report 1857: Additional questions about bits  that covers this issue and says:

The specification of the bitwise operations in 5.11 [expr.bit.and],
  5.12 [expr.xor], and 5.13 [expr.or] uses the undefined term __itwise_ in describing the operations, without specifying whether it is the
  value or object representation that is in view.
Part of the resolution of this might be to define __it_ (which is otherwise currently undefined in C++) as a value of a given power of 2.

and the resolution was:

CWG decided to reformulate the description of the operations
  themselves to avoid references to bits, splitting off the larger
  questions of defining __it_ and the like to issue 1943 for further
  consideration.

Which resulted in a consolidated defect report 1943: Unspecified meaning of __it_.
The result of left shifting a signed type is going to depend on the underlying representation. We can see this from the defect report 1457: Undefined behavior in left-shift which made it well defined to left shift into the sign bit and says:

The current wording of 5.8 [expr.shift] paragraph 2 makes it undefined
  behavior to create the most-negative integer of a given type by
  left-shifting a (signed) 1 into the sign bit, even though this is not
  uncommonly done and works correctly on the majority of
  (twos-complement) architectures:

...if E1 has a signed type and non-negative value, and E1 猕 2E2 is representable in the result type, then that is the resulting value;
    otherwise, the behavior is undefined.

As a result, this technique cannot be used in a constant expression,
  which will break a significant amount of code.

Noting the emphasis on the statement works correctly on the majority of
(twos-complement) architectures. So it is dependent on the underlying representation for example twos-complement.",https://stackoverflow.com/questions/33251441/are-the-result-of-bitwise-operations-on-signed-integral-types-well-defined/33255763,3,0
Attaching Files to QC defect by Java code from local machine,"When we open a defect in QC generally we need to attach the logs of the server
i want to Make an application such that It will take files(logs from all the relevant server) and stores in our local machine and then we can rar those files and directly attach it to QC defect mentioned by person opening defect
Now my question is how can i access the defect and attach the files to that particular defect
Please give your suggestions if any","QC has a published COM API called Open Test Architecture, (OTA) you can use that to load the relevant defect and attach the file to it. You can find relevant examples in QC Help for OTA.
Note that this is a COM API, if you insist using Java client to communicate with it, then you will have to use a Java to COM bridge like JIntegra (there is a free one as well, but I don't remember it's name).
But if you can write your client in VB6, C++ or .NET it will be much simpler (and cheaper) than writing it in Java.
For more Java to COM bridges, check out this question",https://stackoverflow.com/questions/2632565/attaching-files-to-qc-defect-by-java-code-from-local-machine/2663646,1,0
Is it possible to call a COM API from Java? [closed],"Closed. This question needs to be more focused. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                        
Closed last month.



Is it possible to call a COM API from Java (specifically the HP/Mercury Quality Center OTA API)? If so, what's the best way?
Is something like JACOB appropriate?
Code fragments would be helpful for the basics :-)","jacob : yes, http://sourceforge.net/projects/jacob-project/ is an active project that will suite your purpose pretty well.
you can see multiple examples : http://jacob-project.wiki.sourceforge.net/Event+Callbacks
but if you want something that is more tested and are willing to pay money, then go for http://www.nevaobject.com/_docs/_java2com/java2com.htm.",https://stackoverflow.com/questions/138028/is-it-possible-to-call-a-com-api-from-java,5,0
Variation in performance when using GetDirectories,"I have a production performance issue that I'm stumped on.  I'm hoping that someone has seen something similar or at least has a few troubleshooting techniques.
I support an inherited asp.net web application that retrieves files from a shared network drive.  One particular folder [we'll call it FOLDERA] I've chosen to troubleshoot against contains about 300mb of files and multiple subfolders.  FOLDERA is considered large for this application.  Starting recently, the users have been having slow performance when retrieving files from FOLDERA on a production network share.  I narrowed the code down to the GetDirectories method within the asp.net application.
RootDir.GetDirectories(""*"", SearchOption.AllDirectories);
In production, the FOLDERA read takes about 8-10 seconds.  Prior to the recent performance degradation it was about 1 second.  In the test environment it takes 1-2 seconds with the same amount of data.
My theory is a network issue because the same weekend that the users noticed problems was the same weekend network and hardware upgrades occurred.  However, I don't know how to determine or prove this to the network engineers.
I would appreciate ideas on what might be going on.","I have used the same exact method on a large shared directory to extract and index several thousands of pdf files (~80000, size didn't matter) with no performance issues (1-2 seconds)
You could try to benchmark IO from file share between development and production environments with a external program to prove your theory, eliminating any software defect and passing issue to the infrastructure staff.
On the other side you could easily cache this information with CacheDependency on server side, depending on application architecture. This would drastically optimize the performance if this is a core functionality.",https://stackoverflow.com/questions/3620359/variation-in-performance-when-using-getdirectories/3719856,1,0
"For reliable code, NModel, Spec Explorer, F# or other?","I've got a business app in C#, with unit tests.   Can I increase the reliability and cut down on my testing time and expense by using NModel or Spec Explorer?  Alternately, if I were to rewrite it in F# (or even Haskell), what kinds (if any) of reliability increase might I see?
Code Contracts?  ASML?
I realize this is subjective, and possibly argumentative, so please back up your answers with data, if possible. :)  Or maybe an worked example, such as Eric Evans Cargo Shipping System?
If we consider 

Unit tests to be specific and strong theorems, checked
  quasi-statically on particular __nteresting instances_ and  Types to be general but weak theorems (usually checked statically), and contracts to be general and strong theorems, checked dynamically for particular instances that occur during regular program operation.
  (from B. Pierce's Types Considered Harmful),  

where do these other tools fit?
We could pose the analogous question for Java, using Java PathFinder, Scala, etc.","Reliability is a function of several variables, including the general architecture of the software, the capability of the programmers, the quality of the requirements and the maturity of your configuration management and general QA processes.  All these will affect the reliability of a rewrite.
Having said that, language certainly has a significant impact.  All other things being equal:

Defects are roughly proportional to SLOC count.  Languages that are terser see fewer coding errors.  Haskell seems to require about 10% of the SLOC required by C++, Erlang about 14%, Java around 50%.  I guess C# probably fits alongside Java on this scale.
Type systems are not borne equal.  Languages with type inference (e.g. Haskell and to a lesser extent O'Caml) will have fewer defects.  Haskell in particular will allow you to encode invariants in the type system so that a program will only compile if they can be proven true.  Doing so requires extra work, so consider the trade-off on a case-by-case basis.
Managing state is a source of many defects.  Functional languages, and especially pure functional languages, avoid this problem.
QuickCheck and its relatives allow you to write unit and system tests that verify general properties rather than individual test cases.  This can greatly reduce the work required to test the code, especially if you are aiming for high test coverage metrics.  A set of QuickCheck properties resembles a formal specification, and this concept fits nicely with Test Driven Development (write your tests first, and when the code passes them you are done).

Put all of these things together and you should have a powerful toolkit for driving quality through the development lifecycle.  Unfortunately I'm not aware of any robust studies that actually prove this.  All the factors I listed at the start would confound any real study, and you would need a lot of data before an unambiguous pattern showed itself.",https://stackoverflow.com/questions/2767295/for-reliable-code-nmodel-spec-explorer-f-or-other/2768725,2,0
Managing the maintenance burden of unit tests [closed],"Closed. This question needs to be more focused. It is not currently accepting answers.
                            
                        










Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                        
Closed 2 years ago.



Coding test-first, I find that perhaps 3/4 of my code is unit tests; if I were truly extreme, and didn't write a line of code except to fix a failing unit test, this ratio would be even higher.  Maintaining all these unit tests adds a huge amount of inertia to code changes.  Early on, I suck it up and fix them.  As soon as there's pressure, I end up with a broken_unit_tests directory to revisit 'when there's time'.  It feels like TDD is putting in high coverage too soon, before the design has had time to crystallize. 
How do I find my way out of this dilemma, and start welcoming changing requirements like I'm supposed to?","Keeping the aspect of Programmer Discipline aside... (it's a personal thing if you're okay with checking-in without doing a buddy build or without fixing all the tests. Agile assumes high discipline.. and Courage&Support to stay on the right path under Pressure :),
If you find that making a single change fails multiple tests, its a smell that something is wrong with your tests. Fragile Tests are common when you start out with TDD... if you spend more time fixing your tests than fixing your code... stop, breathe and reflect. Fix the disease rather than the symptom.
If you have some code snippets, we could discuss. As it stands I dont think I can help you out much...
Guideline: A test should fail for only one reason.. Conversely every failing test should point out the exact unique location of the defect. Two tests should not fail due to the same change. 
Unless you're making architecture level sweeping changes, this should be rare.",https://stackoverflow.com/questions/208302/managing-the-maintenance-burden-of-unit-tests/208344,5,0
What third-party ASP.NET controls or libraries can you not live without? [closed],"As it currently stands, this question is not a good fit for our Q&A format. We expect answers to be supported by facts, references,   or expertise, but this question will likely solicit debate, arguments, polling, or extended discussion. If you feel that this question   can be improved and possibly reopened, visit the help center for guidance.
                            
                        


Closed 6 years ago.


I am working on a project right now, and I have a few must-have controls that I include in most sites I build. Often times it strikes me that the best controls are not always that well publicized so I thought I would ask the Stack Overflow community about their favorite third-party ASP.NET controls - the ones you just have to have on a project because they are so valuable.
EDIT:
Some people have asked for clarification and the controls that I include.
First, I am not talking about just user interface controls but libraries as well, a few people have mentioned log4net which falls into this category.
For me, there is one third-party control package which I find to be masterfully done and an incredible value for the money - it is Peter Blum's Data Entry Suite. As Scott Hanselman says, it is a ""complete re-imagining of the ASP.NET Validation framework"" and it is loaded with controls for rich interaction with data entry forms.
Outside of that, I am really digging jQuery lately but like most of the answers so far also use the ASP.NET Ajax Control Toolkit in many places.","Generally, I prefer to avoid dependencies whenever possible.  However, there are a couple of 3rd party libraries which usually end up being used on nearly all projects:

ASP.NET AJAX Toolkit
Log4net

On many projects, I'm also using some internal libraries (compiled separately and referenced by the project).  These are for data access, configuration management, and utility functionality.
The Telerik controls are really good as well for use on ASP.NET projects, though again, only added into the project if they are actually going to be used.",https://stackoverflow.com/questions/405500/what-third-party-asp-net-controls-or-libraries-can-you-not-live-without/405853,13,0
"Does the Roles Manager cache data for a custom roles provider, and can I clear this cache?","I'm using a custom role provider, which to over simplify gets a person object from the database using EF on .net 4 MVC project, and allocates user roles based on some rules around that (and other queries).
The data changes regularly, though changes are mode through code elsewhere in the system, not the roles provider.  The roles provider is one way, and simply gets the roles a user is in.
When I change the database values, the role manager does not pick up on the change of roles until I do a recompile (by adding a space in web config for example), or the application otherwise restarts.
I've ensured the roles do not cache in a cookie by setting cacheRolesInCookie=false, which is what most help seems to point to, and presume there is a session cache built into the role manager.  
I've modified the EF query which returns the person object to include a time stamp as part of the query.  I can see through profiler the query is actually being called, and the time stamp changes each time, but my debug session shows stale data from the previous state for the 'person' item.  There are other parts of the site that display data from the Person table, which show the up to date state.  
I don't really understand how the debugger should behave on cached data.  I don't see why the EF query would fire at all if it's a cache issue, but the person data is definitely showing state as per the first run, not as per the current state of the table row.
I feel I'm missing something obvious.  Does the Role Manager cache data in session?","The answer really depends on the architecture of your application. I had this problem recently and was blaming the Role Manager cache as well. Turns out it was the management of the Entity context in my Data Access Layer altogether. I was managing my Entity Context and storing the context per-request as is typically recommended. However the problem was that the context was being set twice due to an unrelated defect, and so the Role Provider's context was always different than the rest of the application, and was only set once (since the Role Provider is instantiated on Application Start, not per-request).
I'd recommend looking how you are storing data contexts and trace through to see how that is being stored in relation to your Role Manager vs the rest of the application. Ensure you are truly only using one context per request.",https://stackoverflow.com/questions/7763185/does-the-roles-manager-cache-data-for-a-custom-roles-provider-and-can-i-clear-t/11779074,2,0
Is reading an indeterminate value undefined behavior?,"The question arose in the comments of an answer to the question Is C/C++ bool type always guaranteed to be 0 or 1 when typecast'ed to int?
The code in question allocates a (local) array of bool without initializing their value. 
const int n = 100;
bool b[n];

Clearly the values in b are indeterminate. 
Some of the commenters opined that reading e.g. b[0] was undefined behavior. Is this stated anywhere in the C++ standard? I am still convinced of the opposite:

There is clearly storage allocated and initialization of the fundamental bool type is complete, since it doesn't have a constructor. It is thus certainly not the same as dereferencing an uninitialized pointer, or calling methods/cast operators on uninitialized non-trivial objects. These specific cases seem to be covered by the standard. 
The behavior is indeed undefined in C: What happens to a declared, uninitialized variable in C? Does it have a value? and some respondents seem to confuse the two. 
In the latest C++0x draft I can find no definition of indeterminate value especially no definition that would allow accessing such a value to trigger a processor trap. Indeed, Bjarne Stroustrup is not sure what an inderminate value may be: http://zamanbakshifirst.blogspot.com/2007/02/c-indeterminate-value.html","yes, formally an rvalue conversion of indeterminate value is UB (except for unsigned char, originally i wrote ""and variants"" but as i recall the formal caters to 1's complement signed char where possibly minus 0 could be used as trap value)
i'm too lazy to do the standard paragraph lookup for you, and also to lazy to care about downvotes for that
however, in practice only a problem on (1) archaic architectures, and perhaps (2) 64-bit systems.
EDIT: oops, i now seem to recall a blog posting and associated Defect Report about formal UB for accessing indeterminate char. so perhaps i'll have to actually check the standard, + search DRs. argh, it will have to be later then, now coffee!
EDIT2: Johannes Schaub was kind enough to provide this link to SO question where that UB for accessing char was discussed. So, that's where I remembered it from! Thanks, Johannes.
cheers & hth.,",https://stackoverflow.com/questions/4279264/is-reading-an-indeterminate-value-undefined-behavior/4279313,4,0
Is C/C++ bool type always guaranteed to be 0 or 1 when typecast'ed to int?,"Many compilers seem to be keeping only 0 or 1 in bool values, but I'm not sure this will always work:
int a = 2;
bool b = a;
int c = 3 + b; // 4 or 5?","Yes:
In C++ (搂4.5/4):

An rvalue of type bool can be
  converted to an rvalue of type int,
  with false becoming zero and true
  becoming one.

In C, when a value is converted to _Bool, it becomes 0 or 1 (搂6.3.1.2/1):

When any scalar value is converted to
  _Bool, the result is 0 if the value compares equal to 0; otherwise, the
  result is 1.

When converting to int, it's pretty straight-forward.  int can hold 0 and 1, so there's no change in value (搂6.3.1.3).",https://stackoverflow.com/questions/4276207/is-c-c-bool-type-always-guaranteed-to-be-0-or-1-when-typecasted-to-int/4276293,6,0
"What happens to a declared, uninitialized variable in C? Does it have a value?","If in C I write:
int num;

Before I assign anything to num, is the value of num indeterminate?","Static variables (file scope and function static) are initialized to zero:
int x; // zero
int y = 0; // also zero

void foo() {
    static int x; // also zero
}

Non-static variables (local variables) are indeterminate. Reading them prior to assigning a value results in undefined behavior.
void foo() {
    int x;
    printf(""%d"", x); // the compiler is free to crash here
}

In practice, they tend to just have some nonsensical value in there initially - some compilers may even put in specific, fixed values to make it obvious when looking in a debugger - but strictly speaking, the compiler is free to do anything from crashing to summoning demons through your nasal passages.
As for why it's undefined behavior instead of simply ""undefined/arbitrary value"", there are a number of CPU architectures that have additional flag bits in their representation for various types. A modern example would be the Itanium, which has a ""Not a Thing"" bit in its registers; of course, the C standard drafters were considering some older architectures.
Attempting to work with a value with these flag bits set can result in a CPU exception in an operation that really shouldn't fail (eg, integer addition, or assigning to another variable). And if you go and leave a variable uninitialized, the compiler might pick up some random garbage with these flag bits set - meaning touching that uninitialized variable may be deadly.",https://stackoverflow.com/questions/1597405/what-happens-to-a-declared-uninitialized-variable-in-c-does-it-have-a-value,10,0
Has C++ standard changed with respect to the use of indeterminate values and undefined behavior in C++14?,"As covered in Does initialization entail lvalue-to-rvalue conversion? Is int x = x; UB? the C++ standard has a surprising example in section 3.3.2 Point of declaration in which an int is initialized with it's own indeterminate value:

int x = 12;
{ int x = x; }

Here the second x is initialized with its own (indeterminate) value.
  _ end example ]

Which Johannes answer to this question indicates is undefined behavior since it requires an lvalue-to-rvalue conversion.
In the latest C++14 draft standard N3936 which can be found here this example has changed to:

unsigned char x = 12;
{ unsigned char x = x; }

Here the second x is initialized with its own (indeterminate) value.
  _ end example ]

Has something changed in C++14 with respect to indeterminate values and undefined behavior that has driven this change in the example?","Yes, this change was driven by changes in the language which makes it undefined behavior if an indeterminate value is produced by an evaluation but with some exceptions for unsigned narrow characters.
Defect report 1787 whose proposed text can be found in N39141 was recently accepted in 2014 and is incorporated in the latest working draft N3936:
The most interesting change with respect to indeterminate values would be to section 8.5 paragraph 12 which goes from:

If no initializer is specified for an object, the object is default-initialized; if no initialization is performed, an object with automatic or dynamic storage duration has indeterminate value. [ Note: Objects with static or thread storage duration are zero-initialized, see 3.6.2. _ end note ]

to (emphasis mine):

If no initializer is specified for an object, the object is
  default-initialized. When storage for an object with automatic or
  dynamic storage duration is obtained, the object has an indeterminate
  value, and if no initialization is performed for the object, that
  object retains an indeterminate value until that value is replaced
  (5.17 [expr.ass]). [Note: Objects with static or thread storage
  duration are zero-initialized, see 3.6.2 [basic.start.init]. __nd
  note] If an indeterminate value is produced by an evaluation, the
  behavior is undefined except in the following cases:

If an indeterminate value of unsigned narrow character type (3.9.1 [basic.fundamental]) is produced by the evaluation of:

the second or third operand of a conditional expression (5.16 [expr.cond]),
the right operand of a comma (5.18 [expr.comma]),
the operand of a cast or conversion to an unsigned narrow character type (4.7 [conv.integral], 5.2.3 [expr.type.conv], 5.2.9
  [expr.static.cast], 5.4 [expr.cast]), or
a discarded-value expression (Clause 5 [expr]),

then the result of the operation is an indeterminate value.
If an indeterminate value of unsigned narrow character type (3.9.1 [basic.fundamental]) is produced by the evaluation of the right
  operand of a simple assignment operator (5.17 [expr.ass]) whose first
  operand is an lvalue of unsigned narrow character type, an
  indeterminate value replaces the value of the object referred to by
  the left operand.
If an indeterminate value of unsigned narrow character type (3.9.1 [basic.fundamental]) is produced by the evaluation of the
  initialization expression when initializing an object of unsigned
  narrow character type, that object is initialized to an indeterminate
  value.


and included the following example:

[ Example:
int f(bool b) {
  unsigned char c;
  unsigned char d = c; // OK, d has an indeterminate value
  int e = d;           // undefined behavior
  return b ? d : 0;    // undefined behavior if b is true
}

_ end example ]

We can find this text in N3936 which is the current working draft and N3937 is the C++14 DIS.
Prior to C++1y
It is interesting to note that prior to this draft unlike C which has always had a well specified notion of what uses of indeterminate values were undefined C++ used the term indeterminate value without even defining it (assuming we can not borrow definition from C99) and also see defect report 616. We had to rely on the underspecified lvalue-to-rvalue conversion which in draft C++11 standard is covered in section 4.1 Lvalue-to-rvalue conversion paragraph 1 which says:

[...]if the object is uninitialized, a program that necessitates this conversion has undefined behavior.[...]


Footnotes:

1787 is a revision of defect report 616, we can find that information in N3903",https://stackoverflow.com/questions/23415661/has-c1y-changed-with-respect-to-the-use-of-indeterminate-values-and-undefined,1,0
